,n features,mean score,std score
0,10,0.6985714285714285,0.13835033909076846
1,11,0.7042857142857143,0.15682435254455987
2,12,0.6857142857142855,0.057142857142857155
3,13,0.6885714285714285,0.14760675832102274
4,14,0.6857142857142857,0.1511857892036909
5,15,0.6857142857142855,0.057142857142857155
6,16,0.6857142857142855,0.057142857142857155
7,17,0.6942857142857142,0.08576189154173505
8,18,0.6914285714285711,0.08010197582214966
9,19,0.6857142857142855,0.057142857142857155
10,20,0.6914285714285711,0.08010197582214966
11,21,0.6857142857142855,0.057142857142857155
12,22,0.6914285714285711,0.08010197582214966
13,23,0.6914285714285711,0.08010197582214966
14,24,0.6914285714285711,0.08010197582214966
15,25,0.6857142857142855,0.057142857142857155
16,26,0.6857142857142855,0.057142857142857155
17,27,0.6914285714285711,0.08010197582214966
18,28,0.6914285714285711,0.08010197582214966
19,29,0.6914285714285711,0.08010197582214966
20,30,0.6857142857142855,0.057142857142857155
21,31,0.6857142857142855,0.057142857142857155
22,32,0.6914285714285711,0.08010197582214966
23,33,0.6914285714285711,0.08010197582214966
24,34,0.6914285714285711,0.08010197582214966
25,35,0.6857142857142855,0.057142857142857155
26,36,0.6857142857142855,0.057142857142857155
27,37,0.6914285714285711,0.08010197582214966
28,38,0.6857142857142855,0.057142857142857155
29,39,0.6914285714285711,0.08010197582214966
30,40,0.6914285714285711,0.08010197582214966
31,41,0.6857142857142855,0.057142857142857155
32,42,0.6914285714285711,0.08010197582214966
33,43,0.6914285714285711,0.08010197582214966
34,44,0.6857142857142855,0.057142857142857155
35,45,0.6857142857142855,0.057142857142857155
36,46,0.6857142857142855,0.057142857142857155
37,47,0.6857142857142855,0.057142857142857155
38,48,0.6857142857142855,0.057142857142857155
39,49,0.6857142857142855,0.057142857142857155
40,50,0.6914285714285711,0.08010197582214966
41,51,0.6914285714285711,0.08010197582214966
42,52,0.6857142857142855,0.057142857142857155
43,53,0.6914285714285711,0.08010197582214966
44,54,0.6857142857142855,0.057142857142857155
45,55,0.6857142857142855,0.057142857142857155
46,56,0.6857142857142855,0.057142857142857155
47,57,0.6857142857142855,0.057142857142857155
48,58,0.6857142857142855,0.057142857142857155
49,59,0.6857142857142855,0.057142857142857155
50,60,0.6857142857142855,0.057142857142857155
51,61,0.6914285714285711,0.08010197582214966
52,62,0.6914285714285711,0.08010197582214966
53,63,0.6914285714285711,0.08010197582214966
