,fit_time,score_time,test_AUC,test_ACC,test_bACC,test_SENS,test_SPEC,n_features
19,0.0010094642639160156,0.008036613464355469,0.7500000000000001,0.8571428571428571,0.8333333333333333,1.0,0.6666666666666666,44.0
20,0.001505136489868164,0.01057124137878418,0.1,0.2857142857142857,0.2,0.4,0.0,44.0
21,0.001505136489868164,0.011568307876586914,0.85,0.8571428571428571,0.75,1.0,0.5,44.0
22,0.0010097026824951172,0.011558771133422852,0.7,0.7142857142857143,0.8,0.6,1.0,44.0
23,0.002008199691772461,0.011559009552001953,0.65,0.5714285714285714,0.55,0.6,0.5,44.0
24,0.0009984970092773438,0.010560274124145508,0.5833333333333334,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,44.0
25,0.0009975433349609375,0.010561466217041016,0.25,0.5714285714285714,0.4,0.8,0.0,44.0
26,0.0010018348693847656,0.010562419891357422,0.7,0.7142857142857143,0.65,0.8,0.5,44.0
27,0.0010018348693847656,0.012068986892700195,0.5,0.42857142857142855,0.45,0.4,0.5,44.0
28,0.0015056133270263672,0.011092424392700195,0.2,0.2857142857142857,0.2,0.4,0.0,44.0
29,0.0025238990783691406,0.011083841323852539,0.9166666666666667,0.8571428571428571,0.8333333333333333,1.0,0.6666666666666666,44.0
30,0.0020189285278320312,0.009073495864868164,0.6,0.5714285714285714,0.55,0.6,0.5,44.0
31,0.0015106201171875,0.008563518524169922,0.44999999999999996,0.42857142857142855,0.45,0.4,0.5,44.0
32,0.0015187263488769531,0.010688304901123047,0.4,0.42857142857142855,0.3,0.6,0.0,44.0
33,0.0016183853149414062,0.010254383087158203,0.4,0.42857142857142855,0.3,0.6,0.0,44.0
34,0.0010113716125488281,0.011769771575927734,0.6666666666666667,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,44.0
35,0.0016055107116699219,0.011184215545654297,0.5,0.42857142857142855,0.3,0.6,0.0,44.0
36,0.0009996891021728516,0.0073664188385009766,0.4,0.2857142857142857,0.35,0.2,0.5,44.0
37,0.0005450248718261719,0.009642362594604492,0.35,0.42857142857142855,0.45,0.4,0.5,44.0
38,0.0015387535095214844,0.012718915939331055,0.7,0.5714285714285714,0.55,0.6,0.5,44.0
39,0.0007774829864501953,0.012056112289428711,0.37500000000000006,0.42857142857142855,0.375,0.75,0.0,44.0
40,0.0015184879302978516,0.008585453033447266,0.25,0.42857142857142855,0.3,0.6,0.0,44.0
41,0.0010709762573242188,0.009700775146484375,0.8,0.7142857142857143,0.8,0.6,1.0,44.0
42,0.0010654926300048828,0.006440877914428711,0.30000000000000004,0.2857142857142857,0.35,0.2,0.5,44.0
43,0.0005319118499755859,0.01131892204284668,0.75,0.7142857142857143,0.65,0.8,0.5,44.0
44,0.0010595321655273438,0.007531404495239258,0.6666666666666667,0.7142857142857143,0.6666666666666666,1.0,0.3333333333333333,44.0
45,0.0005371570587158203,0.009163618087768555,0.35,0.2857142857142857,0.35,0.2,0.5,44.0
46,0.0010814666748046875,0.010791301727294922,0.45,0.7142857142857143,0.65,0.8,0.5,44.0
47,0.001001596450805664,0.010044336318969727,0.55,0.5714285714285714,0.55,0.6,0.5,44.0
48,0.001615762710571289,0.010735034942626953,0.1,0.2857142857142857,0.2,0.4,0.0,44.0
49,0.00014781951904296875,0.013007164001464844,0.75,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,44.0
50,0.0010654926300048828,0.011850833892822266,0.5,0.42857142857142855,0.45,0.4,0.5,44.0
51,0.0,0.012956857681274414,0.7,0.7142857142857143,0.65,0.8,0.5,44.0
52,0.0010709762573242188,0.009700775146484375,0.6000000000000001,0.5714285714285714,0.55,0.6,0.5,44.0
53,0.0,0.012956857681274414,0.85,0.8571428571428571,0.75,1.0,0.5,44.0
54,0.0020117759704589844,0.010044336318969727,0.375,0.5714285714285714,0.5416666666666666,0.75,0.3333333333333333,44.0
55,0.0,0.014314889907836914,0.4,0.42857142857142855,0.3,0.6,0.0,44.0
56,0.0016334056854248047,0.013154983520507812,0.9,0.7142857142857143,0.8,0.6,1.0,44.0
57,0.0,0.009570837020874023,0.6,0.5714285714285714,0.55,0.6,0.5,44.0
58,0.0005292892456054688,0.015533447265625,0.15,0.42857142857142855,0.3,0.6,0.0,44.0
59,0.0,0.015975475311279297,0.4583333333333333,0.42857142857142855,0.41666666666666663,0.5,0.3333333333333333,44.0
60,0.002576589584350586,0.012956857681274414,0.6,0.5714285714285714,0.55,0.6,0.5,44.0
61,0.0,0.013875246047973633,0.7,0.7142857142857143,0.8,0.6,1.0,44.0
62,0.0,0.01647043228149414,0.55,0.5714285714285714,0.55,0.6,0.5,44.0
63,0.0,0.013469219207763672,0.65,0.5714285714285714,0.55,0.6,0.5,44.0
64,0.0,0.012956857681274414,0.04166666666666667,0.2857142857142857,0.25,0.5,0.0,44.0
65,0.0,0.013875246047973633,0.8,0.7142857142857143,0.5,1.0,0.0,44.0
66,0.0,0.012956857681274414,0.5,0.8571428571428571,0.75,1.0,0.5,44.0
67,0.0035135746002197266,0.011414051055908203,0.8,0.7142857142857143,0.8,0.6,1.0,44.0
68,0.0,0.01647043228149414,0.44999999999999996,0.42857142857142855,0.45,0.4,0.5,44.0
69,0.0,0.013469219207763672,0.37500000000000006,0.42857142857142855,0.375,0.75,0.0,44.0
70,0.005686521530151367,0.010783910751342773,0.4,0.42857142857142855,0.3,0.6,0.0,44.0
71,0.0,0.013469219207763672,0.35,0.5714285714285714,0.4,0.8,0.0,44.0
72,0.0,0.014314889907836914,0.8,0.7142857142857143,0.8,0.6,1.0,44.0
73,0.0,0.009938240051269531,0.8,0.7142857142857143,0.65,0.8,0.5,44.0
74,0.004744052886962891,0.009570837020874023,0.41666666666666663,0.5714285714285714,0.5,1.0,0.0,44.0
75,0.0,0.009938240051269531,0.65,0.5714285714285714,0.55,0.6,0.5,44.0
76,0.0,0.013875246047973633,1.0,0.5714285714285714,0.7,0.4,1.0,44.0
77,0.002100229263305664,0.009722709655761719,0.15,0.42857142857142855,0.3,0.6,0.0,44.0
78,0.0035135746002197266,0.01246190071105957,0.4,0.42857142857142855,0.3,0.6,0.0,44.0
79,0.0010073184967041016,0.011380672454833984,0.625,0.5714285714285714,0.5,1.0,0.0,44.0
80,0.0,0.013469219207763672,0.15,0.42857142857142855,0.3,0.6,0.0,44.0
