,fit_time,score_time,test_AUC,test_ACC,test_bACC,test_SENS,test_SPEC,n_features
0,0.005020856857299805,0.005542755126953125,0.8,0.8571428571428571,0.75,1.0,0.5,10.0
1,0.005020856857299805,0.010063886642456055,0.2,0.7142857142857143,0.5,1.0,0.0,10.0
2,0.005020856857299805,0.010063886642456055,0.8,0.5714285714285714,0.4,0.8,0.0,10.0
3,0.0,0.010063886642456055,0.4,0.42857142857142855,0.3,0.6,0.0,10.0
4,0.0,0.010063886642456055,0.5833333333333334,0.5714285714285714,0.5416666666666666,0.75,0.3333333333333333,10.0
5,0.0,0.010063886642456055,0.6,0.8571428571428571,0.75,1.0,0.5,10.0
6,0.0,0.010063886642456055,1.0,1.0,1.0,1.0,1.0,10.0
7,0.0,0.010063886642456055,0.4,0.5714285714285714,0.4,0.8,0.0,10.0
8,0.0,0.010063886642456055,0.7,0.5714285714285714,0.4,0.8,0.0,10.0
9,0.0,0.010063886642456055,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.3333333333333333,10.0
10,0.005012035369873047,0.011083126068115234,0.9,0.8571428571428571,0.75,1.0,0.5,10.0
11,0.005542755126953125,0.010552406311035156,0.7,0.7142857142857143,0.65,0.8,0.5,10.0
12,0.005542755126953125,0.00952911376953125,0.5,0.42857142857142855,0.3,0.6,0.0,10.0
13,0.0005307197570800781,0.011562824249267578,0.9,0.7142857142857143,0.65,0.8,0.5,10.0
14,0.0,0.00952911376953125,0.9166666666666667,0.7142857142857143,0.6666666666666666,1.0,0.3333333333333333,10.0
15,0.0,0.012541055679321289,0.8,0.7142857142857143,0.5,1.0,0.0,10.0
16,0.0,0.010849714279174805,0.2,0.42857142857142855,0.3,0.6,0.0,10.0
17,0.00500798225402832,0.005841732025146484,0.9,0.8571428571428571,0.75,1.0,0.5,10.0
18,0.0010104179382324219,0.007853269577026367,0.4,0.5714285714285714,0.55,0.6,0.5,10.0
19,0.000978231430053711,0.006875038146972656,0.8333333333333334,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,10.0
20,0.0015418529510498047,0.0053331851959228516,0.2,0.42857142857142855,0.3,0.6,0.0,10.0
21,0.0,0.004045248031616211,1.0,0.7142857142857143,0.5,1.0,0.0,10.0
22,0.0,0.011994600296020508,1.0,1.0,1.0,1.0,1.0,10.0
23,0.004045248031616211,0.009979724884033203,0.9,0.8571428571428571,0.75,1.0,0.5,10.0
24,0.004045248031616211,0.007949352264404297,0.5,0.5714285714285714,0.5416666666666666,0.75,0.3333333333333333,10.0
25,0.0,0.009979724884033203,0.8,0.7142857142857143,0.5,1.0,0.0,10.0
26,0.0,0.011510848999023438,0.7,0.7142857142857143,0.65,0.8,0.5,10.0
27,0.0,0.011510848999023438,0.6,0.7142857142857143,0.5,1.0,0.0,10.0
28,0.0,0.011510848999023438,0.25,0.5714285714285714,0.4,0.8,0.0,10.0
