,n features,mean score,std score
0,10,0.6578333333333333,0.1743990475254317
1,11,0.6855833333333333,0.19127443562123567
2,12,0.6964166666666668,0.17752251422159263
3,13,0.6534166666666669,0.17299283463003123
4,14,0.6269166666666667,0.18251657078498684
5,15,0.6485833333333333,0.15680869005822917
6,16,0.6138333333333332,0.17013156673586477
7,17,0.6695,0.15883350821956096
8,18,0.6301666666666667,0.17546280074262022
9,19,0.6301666666666667,0.17546280074262022
10,20,0.6552500000000001,0.16379465040104332
11,21,0.6301666666666667,0.17546280074262022
12,22,0.6301666666666667,0.17546280074262022
13,23,0.6453333333333333,0.16347493861615472
14,24,0.6301666666666667,0.17546280074262022
15,25,0.6301666666666667,0.17546280074262022
16,26,0.6620833333333335,0.16989120293097384
17,27,0.6301666666666667,0.17546280074262022
18,28,0.6301666666666667,0.17546280074262022
19,29,0.6301666666666667,0.17546280074262022
20,30,0.6301666666666667,0.17546280074262022
21,31,0.6301666666666667,0.17546280074262022
22,32,0.6301666666666667,0.17546280074262022
23,33,0.6301666666666667,0.17546280074262022
24,34,0.6301666666666667,0.17546280074262022
25,35,0.6609166666666668,0.17339620254075797
26,36,0.6301666666666667,0.17546280074262022
27,37,0.6301666666666667,0.17546280074262022
28,38,0.6301666666666667,0.17546280074262022
29,39,0.6301666666666667,0.17546280074262022
30,40,0.6301666666666667,0.17546280074262022
31,41,0.6301666666666667,0.17546280074262022
32,42,0.6301666666666667,0.17546280074262022
33,43,0.6301666666666667,0.17546280074262022
34,44,0.6301666666666667,0.17546280074262022
35,45,0.6301666666666667,0.17546280074262022
36,46,0.6445833333333334,0.17211258831228923
37,47,0.6301666666666667,0.17546280074262022
38,48,0.6301666666666667,0.17546280074262022
39,49,0.6301666666666667,0.17546280074262022
40,50,0.6564166666666666,0.16680350632472396
41,51,0.6451666666666667,0.17116504380924927
42,52,0.6301666666666667,0.17546280074262022
43,53,0.6301666666666667,0.17546280074262022
44,54,0.6301666666666667,0.17546280074262022
45,55,0.6301666666666667,0.17546280074262022
46,56,0.6301666666666667,0.17546280074262022
47,57,0.6301666666666667,0.17546280074262022
48,58,0.6301666666666667,0.17546280074262022
49,59,0.6301666666666667,0.17546280074262022
50,60,0.6465000000000001,0.17106358466956081
51,61,0.6328333333333332,0.18045782825296824
52,62,0.6301666666666667,0.17546280074262022
53,63,0.6301666666666667,0.17546280074262022
