,fit_time,score_time,test_AUC,test_ACC,test_bACC,test_SENS,test_SPEC,n_features
43,0.005540132522583008,0.01389312744140625,0.8,0.7142857142857143,0.8,0.6,1.0,18.0
44,0.0025739669799804688,0.014600753784179688,0.75,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,18.0
45,0.0015158653259277344,0.01389312744140625,0.1,0.14285714285714285,0.1,0.2,0.0,18.0
46,0.0025408267974853516,0.013632774353027344,0.5,0.42857142857142855,0.45,0.4,0.5,18.0
47,0.0015158653259277344,0.01389312744140625,0.8,0.7142857142857143,0.65,0.8,0.5,18.0
48,0.0029647350311279297,0.013151884078979492,0.6,0.7142857142857143,0.8,0.6,1.0,18.0
49,0.0035390853881835938,0.010354042053222656,0.8333333333333334,0.8571428571428571,0.875,0.75,1.0,18.0
50,0.0030014514923095703,0.014690399169921875,0.9,0.5714285714285714,0.7,0.4,1.0,18.0
51,0.0,0.010354042053222656,0.9,0.8571428571428571,0.9,0.8,1.0,18.0
52,0.004054546356201172,0.011627674102783203,0.7,0.5714285714285714,0.55,0.6,0.5,18.0
53,0.00607609748840332,0.004277944564819336,0.9,0.7142857142857143,0.65,0.8,0.5,18.0
54,0.0035457611083984375,0.010146379470825195,0.5833333333333334,0.5714285714285714,0.5416666666666666,0.75,0.3333333333333333,18.0
55,0.007792234420776367,0.014925718307495117,0.5,0.5714285714285714,0.7,0.4,1.0,18.0
56,0.001558065414428711,0.015155315399169922,0.8,0.7142857142857143,0.65,0.8,0.5,18.0
57,0.0017161369323730469,0.013837099075317383,0.5,0.42857142857142855,0.45,0.4,0.5,18.0
58,0.0040242671966552734,0.015408992767333984,0.7,0.7142857142857143,0.65,0.8,0.5,18.0
59,0.0,0.01540517807006836,0.7500000000000001,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,18.0
60,0.005540132522583008,0.01389312744140625,0.8,0.5714285714285714,0.55,0.6,0.5,18.0
61,0.0,0.017078638076782227,0.6,0.42857142857142855,0.45,0.4,0.5,18.0
62,0.00607609748840332,0.004277944564819336,0.9,0.7142857142857143,0.65,0.8,0.5,18.0
63,0.0,0.023200273513793945,0.4,0.42857142857142855,0.45,0.4,0.5,18.0
64,0.0,0.022131919860839844,0.5833333333333334,0.7142857142857143,0.6666666666666666,1.0,0.3333333333333333,18.0
65,0.002694845199584961,0.015429973602294922,0.6,0.5714285714285714,0.7,0.4,1.0,18.0
66,0.0,0.022131919860839844,0.8,0.7142857142857143,0.65,0.8,0.5,18.0
67,0.0032196044921875,0.014387845993041992,0.7,0.5714285714285714,0.7,0.4,1.0,18.0
68,0.011823892593383789,0.009763002395629883,0.8,0.7142857142857143,0.8,0.6,1.0,18.0
69,0.003239870071411133,0.013910293579101562,0.8333333333333334,0.8571428571428571,0.8333333333333333,1.0,0.6666666666666666,18.0
70,0.002816915512084961,0.01288604736328125,0.8,0.8571428571428571,0.9,0.8,1.0,18.0
71,0.0029573440551757812,0.014104127883911133,0.5,0.5714285714285714,0.55,0.6,0.5,18.0
72,0.0030412673950195312,0.014244556427001953,0.8,0.7142857142857143,0.8,0.6,1.0,18.0
73,0.0035555362701416016,0.015563488006591797,0.7,0.7142857142857143,0.5,1.0,0.0,18.0
74,0.002263784408569336,0.009870767593383789,0.5833333333333334,0.5714285714285714,0.5833333333333333,0.5,0.6666666666666666,18.0
75,0.002660036087036133,0.014814138412475586,0.8,0.5714285714285714,0.7,0.4,1.0,18.0
76,0.00331878662109375,0.013321399688720703,1.0,0.7142857142857143,0.8,0.6,1.0,18.0
77,0.0035314559936523438,0.013574838638305664,0.7,0.5714285714285714,0.55,0.6,0.5,18.0
78,0.0033729076385498047,0.015068531036376953,0.5,0.42857142857142855,0.3,0.6,0.0,18.0
79,0.003920078277587891,0.014506816864013672,0.7500000000000001,0.8571428571428571,0.8333333333333333,1.0,0.6666666666666666,18.0
80,0.0033576488494873047,0.012984991073608398,0.4,0.7142857142857143,0.65,0.8,0.5,18.0
81,0.0035200119018554688,0.015384435653686523,0.5,0.2857142857142857,0.35,0.2,0.5,18.0
82,0.0032196044921875,0.014387845993041992,1.0,0.8571428571428571,0.75,1.0,0.5,18.0
83,0.003062009811401367,0.01659083366394043,1.0,0.7142857142857143,0.8,0.6,1.0,18.0
84,0.0032379627227783203,0.01476287841796875,0.33333333333333337,0.42857142857142855,0.41666666666666663,0.5,0.3333333333333333,18.0
85,0.0026857852935791016,0.014415740966796875,0.7,0.7142857142857143,0.65,0.8,0.5,18.0
86,0.0032138824462890625,0.013847589492797852,1.0,0.7142857142857143,0.8,0.6,1.0,18.0
87,0.0023345947265625,0.014620304107666016,0.9,0.8571428571428571,0.9,0.8,1.0,18.0
88,0.0033540725708007812,0.013846397399902344,0.4,0.42857142857142855,0.3,0.6,0.0,18.0
89,0.002956867218017578,0.011440038681030273,0.5833333333333334,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,18.0
90,0.0035555362701416016,0.014148950576782227,0.4,0.42857142857142855,0.3,0.6,0.0,18.0
91,0.0029573440551757812,0.010712385177612305,0.8,0.7142857142857143,0.8,0.6,1.0,18.0
92,0.0033452510833740234,0.011732816696166992,0.9,0.7142857142857143,0.65,0.8,0.5,18.0
93,0.002148151397705078,0.008131027221679688,0.7,0.8571428571428571,0.75,1.0,0.5,18.0
94,0.0038568973541259766,0.01421809196472168,0.6666666666666666,0.7142857142857143,0.7083333333333333,0.75,0.6666666666666666,18.0
95,0.0024886131286621094,0.008323192596435547,0.6,0.42857142857142855,0.45,0.4,0.5,18.0
96,0.0045354366302490234,0.013761520385742188,0.9,0.5714285714285714,0.7,0.4,1.0,18.0
97,0.003745555877685547,0.013442754745483398,0.8,0.7142857142857143,0.65,0.8,0.5,18.0
98,0.003516674041748047,0.014224529266357422,1.0,1.0,1.0,1.0,1.0,18.0
99,0.004216909408569336,0.014074325561523438,0.16666666666666669,0.14285714285714285,0.125,0.25,0.0,18.0
0,0.0,0.013045072555541992,0.6,0.5714285714285714,0.55,0.6,0.5,19.0
1,0.0,0.013045072555541992,0.4,0.5714285714285714,0.55,0.6,0.5,19.0
2,0.0,0.016569137573242188,0.9,0.8571428571428571,0.9,0.8,1.0,19.0
3,0.0,0.013045072555541992,0.4,0.42857142857142855,0.45,0.4,0.5,19.0
