,n features,mean score,std score
0,10,0.6928571428571427,0.15955934216920487
1,11,0.7057142857142857,0.168813385676828
2,12,0.6885714285714286,0.1811302384068053
3,13,0.6571428571428573,0.1851640199545103
4,14,0.6471428571428571,0.1766525472473567
5,15,0.6471428571428572,0.17549347333639922
6,16,0.6457142857142857,0.1801133429997084
7,17,0.6328571428571427,0.18211344300311544
8,18,0.6228571428571429,0.17440277099464974
9,19,0.6242857142857143,0.17456067303785403
10,20,0.6242857142857143,0.17456067303785403
11,21,0.6214285714285714,0.17540041654012395
12,22,0.6228571428571429,0.1790222879750919
13,23,0.6228571428571429,0.17440277099464974
14,24,0.6228571428571429,0.1790222879750919
15,25,0.6185714285714285,0.17734435544488938
16,26,0.6242857142857143,0.17456067303785403
17,27,0.6228571428571429,0.1790222879750919
18,28,0.6214285714285714,0.17999433097648793
19,29,0.6242857142857143,0.17688345061661598
20,30,0.6214285714285714,0.17656010134726108
21,31,0.6228571428571429,0.1790222879750919
22,32,0.6228571428571429,0.1778786561859815
23,33,0.6199999999999999,0.1775341300903541
24,34,0.6228571428571429,0.17556904566556816
25,35,0.6185714285714285,0.1807636860768269
26,36,0.6242857142857143,0.17456067303785403
27,37,0.6214285714285714,0.17305773485122453
28,38,0.6242857142857143,0.17688345061661598
29,39,0.6171428571428571,0.1782912087065451
30,40,0.6242857142857143,0.17456067303785403
31,41,0.6228571428571429,0.1755690456655682
32,42,0.6242857142857143,0.17688345061661598
33,43,0.6214285714285714,0.17656010134726108
34,44,0.6257142857142857,0.17817670660192989
35,45,0.6242857142857143,0.17456067303785403
36,46,0.6200000000000001,0.17867996701433797
37,47,0.6228571428571429,0.1755690456655682
38,48,0.6242857142857143,0.17572589973232372
39,49,0.6242857142857143,0.17688345061661598
40,50,0.6242857142857143,0.17688345061661598
41,51,0.6228571428571429,0.17556904566556816
42,52,0.6214285714285714,0.17540041654012395
43,53,0.6257142857142857,0.17817670660192989
44,54,0.6228571428571429,0.1755690456655682
45,55,0.6185714285714287,0.1784914106433959
46,56,0.6185714285714285,0.17734435544488938
47,57,0.6242857142857143,0.17572589973232372
48,58,0.6242857142857143,0.17572589973232372
49,59,0.6242857142857143,0.17572589973232372
50,60,0.6228571428571429,0.1778786561859815
51,61,0.6242857142857143,0.17572589973232372
52,62,0.6228571428571429,0.17556904566556816
53,63,0.6157142857142857,0.17577234813060597
